timestamp_ms,cpu_usage,available_workers,io_queue,cpu_queue
8798,0.9500,1,1,115
8808,0.9500,1,1,115
8818,0.9500,1,1,115
8828,0.9500,1,1,115
8838,0.7000,1,1,115
8848,0.7000,1,1,115
8858,0.8000,0,1,115
8868,0.8000,0,1,115
8879,0.8000,0,1,115
8889,0.8000,0,1,115
8899,0.8000,0,1,115
8909,0.8000,0,1,115
8919,0.9000,0,2,115
8929,0.9000,0,2,115
8939,0.9000,0,0,116
8949,0.9000,0,0,116
8959,0.8000,0,1,116
8970,0.8000,0,1,116
8980,0.8000,0,1,117
8990,0.7000,1,1,117
9000,0.7000,1,0,118
9010,0.6000,2,0,118
9021,0.9500,1,0,119
9031,0.8500,2,0,119
9042,0.8500,2,0,119
9052,0.8500,2,1,119
9062,0.8500,2,1,119
9072,0.8500,2,1,119
9082,0.8500,2,1,119
9093,0.8500,2,0,120
9103,0.8500,2,0,120
9113,0.8500,2,1,120
9123,0.8500,2,1,120
9133,0.9500,1,1,120
9143,0.9500,1,1,120
9153,0.8500,2,0,121
9163,0.8500,2,0,121
9173,0.8500,2,1,121
9183,0.8500,2,1,121
9193,0.9500,1,1,121
9203,0.9500,1,1,121
9213,0.7000,1,1,121
9223,0.7000,1,1,121
9233,0.7000,1,0,122
9244,0.7000,1,0,122
9254,0.7000,1,1,122
9264,0.7000,1,1,122
9274,0.7000,1,1,122
9284,0.7000,1,1,122
9294,0.8000,0,1,122
9304,0.8000,0,1,122
9314,0.7000,1,0,123
9324,0.7000,1,0,123
9334,0.7000,1,1,123
9344,0.7000,1,1,123
9354,0.8000,0,1,123
9364,0.8000,0,1,123
9374,0.8000,0,1,123
9384,0.8000,0,1,123
9395,0.7000,1,0,124
9405,0.7000,1,0,124
9415,0.9500,1,0,125
9425,0.9500,1,0,125
9435,0.9500,1,1,124
9445,0.9500,1,1,124
9455,0.9500,1,1,125
9465,0.9500,1,1,125
9475,0.9500,1,1,125
9485,0.9500,1,1,125
9495,0.8500,2,0,126
9505,0.8500,2,0,126
9515,0.9500,1,1,126
9525,0.9500,1,1,126
9536,0.8500,2,0,127
9546,0.8500,2,0,127
9556,0.7500,3,0,128
9566,0.7500,3,0,128
9576,0.7500,3,1,128
9586,0.7500,3,1,128
9596,0.8500,2,1,128
9606,0.8500,2,1,128
9616,0.9500,1,1,128
9626,0.9500,1,1,128
9636,0.9500,1,1,127
9646,0.9500,1,1,127
9656,0.9500,1,1,128
9666,0.9500,1,1,128
9676,0.9500,1,1,128
9686,0.9500,1,1,128
9697,0.9500,1,1,128
9707,0.9500,1,1,128
9717,0.9500,1,2,128
9727,0.9500,1,2,128
9737,0.9500,1,1,129
9748,0.9500,1,1,129
9758,0.9500,1,2,129
9768,0.9500,1,2,129
9778,0.9500,1,3,129
9788,0.9500,1,3,129
9798,0.9500,1,3,129
9808,0.9500,1,3,129
9818,0.8000,0,3,129
9828,0.8000,0,3,129
9838,0.8000,0,1,129
9848,0.8000,0,1,129
9858,0.8000,0,1,130
9868,0.8000,0,1,130
9878,0.8000,0,1,130
9888,0.8000,0,1,130
9899,0.8000,0,0,131
9909,0.8000,0,0,131
9919,0.8000,0,1,131
9929,0.8000,0,1,131
9939,0.8000,0,1,131
9949,0.8000,0,1,131
9959,0.8000,0,2,131
9969,0.8000,0,2,131
9979,1.0000,0,3,131
9992,1.0000,0,3,131
10002,0.9000,0,1,131
10012,0.9000,0,1,131
10022,0.7000,1,1,132
10032,0.7000,1,1,132
